Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,Employment_Rate,Unemployment_Rate
2020,55 - 59 years,Female,Less than primary (Level 0),Northern and Western,,
2020,55 - 59 years,Female,Less than primary (Level 0),Southern,,
2020,55 - 59 years,Female,Level of education - not stated,Eastern and Midland,,
2020,55 - 59 years,Female,Level of education - not stated,Ireland,55.8,
2020,55 - 59 years,Female,Level of education - not stated,Northern and Western,,
2020,55 - 59 years,Female,Level of education - not stated,Southern,,
2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,64.9,
2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Ireland,61.5,
2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Northern and Western,58.9,
2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Southern,58.4,
2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,39.5,
2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,37.5,
2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,39.4,
2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,34.5,
2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,78.5,
2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Ireland,74.7,
2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,64.4,
2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,74.9,
2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,67.0,
2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,62.7,
2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,61.0,
2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,57.3,
2020,55 - 59 years,Male,Less than primary (Level 0),Eastern and Midland,,
2020,55 - 59 years,Male,Less than primary (Level 0),Ireland,,
2020,55 - 59 years,Male,Less than primary (Level 0),Northern and Western,,
2020,55 - 59 years,Male,Less than primary (Level 0),Southern,,
2020,55 - 59 years,Male,Level of education - not stated,Eastern and Midland,,
2020,55 - 59 years,Male,Level of education - not stated,Ireland,73.0,
2020,55 - 59 years,Male,Level of education - not stated,Northern and Western,,
2020,55 - 59 years,Male,Level of education - not stated,Southern,,
2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,76.6,
2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Ireland,75.0,
2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Northern and Western,75.3,
2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Southern,72.7,
2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,67.9,
2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,66.6,
2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,69.5,
2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,63.5,
2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,84.3,
2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Ireland,83.0,
2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,83.4,
2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,81.0,
2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,74.8,
2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,74.5,
2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,74.1,
2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,74.5,
2020,55 - 74 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2020,55 - 74 years,Both sexes,Less than primary (Level 0),Ireland,,
2020,55 - 74 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2020,55 - 74 years,Both sexes,Less than primary (Level 0),Southern,,
2020,55 - 74 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2020,55 - 74 years,Both sexes,Level of education - not stated,Ireland,,
2020,55 - 74 years,Both sexes,Level of education - not stated,Northern and Western,,
2020,55 - 74 years,Both sexes,Level of education - not stated,Southern,,
2020,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,,3.9
2020,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Ireland,,3.8
2020,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,,3.2
2020,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Southern,,4.1
2020,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,4.0
2020,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,4.1
2020,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2020,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,5.8
2020,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,,3.5
2020,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Ireland,,3.5
2020,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,,
2020,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Southern,,3.6
2020,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,4.3
2020,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,3.9
2020,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,4.2
2020,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,3.3
2020,55 - 74 years,Female,Less than primary (Level 0),Eastern and Midland,,
2020,55 - 74 years,Female,Less than primary (Level 0),Ireland,,
2020,55 - 74 years,Female,Less than primary (Level 0),Northern and Western,,
2020,55 - 74 years,Female,Less than primary (Level 0),Southern,,
2020,55 - 74 years,Female,Level of education - not stated,Eastern and Midland,,
2020,55 - 74 years,Female,Level of education - not stated,Ireland,,
2020,55 - 74 years,Female,Level of education - not stated,Northern and Western,,
2020,55 - 74 years,Female,Level of education - not stated,Southern,,
2020,55 - 74 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,,3.9
2020,55 - 74 years,Female,Levels of Education (Levels  0-8),Ireland,,3.7
2020,55 - 74 years,Female,Levels of Education (Levels  0-8),Northern and Western,,3.6
2020,55 - 74 years,Female,Levels of Education (Levels  0-8),Southern,,3.3
2020,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2020,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2020,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2020,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2020,55 - 74 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,,3.7
2020,55 - 74 years,Female,Tertiary education (Levels 5-8),Ireland,,3.4
2020,55 - 74 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2020,55 - 74 years,Female,Tertiary education (Levels 5-8),Southern,,
2020,55 - 74 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,4.0
2020,55 - 74 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,3.9
2020,55 - 74 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2020,55 - 74 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2020,55 - 74 years,Male,Less than primary (Level 0),Eastern and Midland,,
2020,55 - 74 years,Male,Less than primary (Level 0),Ireland,,
2020,55 - 74 years,Male,Less than primary (Level 0),Northern and Western,,
2020,55 - 74 years,Male,Less than primary (Level 0),Southern,,
2020,55 - 74 years,Male,Level of education - not stated,Eastern and Midland,,
2020,55 - 74 years,Male,Level of education - not stated,Ireland,,
2020,55 - 74 years,Male,Level of education - not stated,Northern and Western,,
2020,55 - 74 years,Male,Level of education - not stated,Southern,,
2020,55 - 74 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,,3.9
2020,55 - 74 years,Male,Levels of Education (Levels  0-8),Ireland,,4.0
2020,55 - 74 years,Male,Levels of Education (Levels  0-8),Northern and Western,,2.9
2020,55 - 74 years,Male,Levels of Education (Levels  0-8),Southern,,4.6
2020,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,4.2
2020,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,4.5
2020,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2020,55 - 74 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,6.5
2020,55 - 74 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,,3.3
2020,55 - 74 years,Male,Tertiary education (Levels 5-8),Ireland,,3.5
2020,55 - 74 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2020,55 - 74 years,Male,Tertiary education (Levels 5-8),Southern,,
2020,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,4.6
2020,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,4.0
2020,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2020,55 - 74 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,3.8
2020,60 - 64 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2020,60 - 64 years,Both sexes,Less than primary (Level 0),Ireland,,
2020,60 - 64 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2020,60 - 64 years,Both sexes,Less than primary (Level 0),Southern,,
2020,60 - 64 years,Both sexes,Level of education - not stated,Eastern and Midland,40.4,
2020,60 - 64 years,Both sexes,Level of education - not stated,Ireland,43.4,
2020,60 - 64 years,Both sexes,Level of education - not stated,Northern and Western,,
2020,60 - 64 years,Both sexes,Level of education - not stated,Southern,47.7,
2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,51.7,
2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Ireland,51.8,
2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,55.3,
2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Southern,50.0,
2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,42.9,
2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,42.7,
2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,50.4,
2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,38.0,
2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,60.5,
2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Ireland,59.1,
2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,59.5,
2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Southern,56.6,
2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,52.4,
2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,55.0,
2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,57.9,
2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,56.2,
2020,60 - 64 years,Female,Less than primary (Level 0),Eastern and Midland,,
2020,60 - 64 years,Female,Less than primary (Level 0),Ireland,,
2020,60 - 64 years,Female,Less than primary (Level 0),Northern and Western,,
2020,60 - 64 years,Female,Less than primary (Level 0),Southern,,
2020,60 - 64 years,Female,Level of education - not stated,Eastern and Midland,,
2020,60 - 64 years,Female,Level of education - not stated,Ireland,34.8,
2020,60 - 64 years,Female,Level of education - not stated,Northern and Western,,
2020,60 - 64 years,Female,Level of education - not stated,Southern,,
2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,42.7,
2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Ireland,42.7,
2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Northern and Western,43.5,
2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Southern,42.0,
2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,30.8,
2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,28.6,
2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,30.6,
2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,24.3,
2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,53.6,
2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Ireland,52.8,
2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,52.1,
2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,52.1,
2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,43.6,
2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,45.9,
2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,47.4,
2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,47.8,
2020,60 - 64 years,Male,Less than primary (Level 0),Eastern and Midland,,
2020,60 - 64 years,Male,Less than primary (Level 0),Ireland,,
2020,60 - 64 years,Male,Less than primary (Level 0),Northern and Western,,
2020,60 - 64 years,Male,Less than primary (Level 0),Southern,,
2020,60 - 64 years,Male,Level of education - not stated,Eastern and Midland,,
2020,60 - 64 years,Male,Level of education - not stated,Ireland,53.3,
2020,60 - 64 years,Male,Level of education - not stated,Northern and Western,,
2020,60 - 64 years,Male,Level of education - not stated,Southern,,
2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,61.2,
2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Ireland,61.2,
2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Northern and Western,67.3,
2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Southern,57.8,
2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,54.3,
2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,54.3,
2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,64.0,
2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Southern,48.5,
2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,68.0,
2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Ireland,66.3,
2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Northern and Western,68.8,
2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Southern,62.2,
2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,62.5,
2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,65.2,
2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,70.9,
2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.2,
2020,All ages,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2020,All ages,Both sexes,Less than primary (Level 0),Ireland,,
2020,All ages,Both sexes,Less than primary (Level 0),Northern and Western,,
2020,All ages,Both sexes,Less than primary (Level 0),Southern,,
2020,All ages,Both sexes,Level of education - not stated,Eastern and Midland,71.5,6.6
2020,All ages,Both sexes,Level of education - not stated,Ireland,69.3,5.8
2020,All ages,Both sexes,Level of education - not stated,Northern and Western,67.2,
2020,All ages,Both sexes,Level of education - not stated,Southern,67.4,
2020,All ages,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,73.2,6.0
2020,All ages,Both sexes,Levels of Education (Levels  0-8),Ireland,72.0,5.9
2020,All ages,Both sexes,Levels of Education (Levels  0-8),Northern and Western,70.9,5.2
2020,All ages,Both sexes,Levels of Education (Levels  0-8),Southern,70.7,6.0
2020,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,50.1,9.1
2020,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,50.4,8.5
2020,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,54.3,6.2
2020,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,49.0,9.1
2020,All ages,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,83.3,4.6
2020,All ages,Both sexes,Tertiary education (Levels 5-8),Ireland,82.7,4.3
2020,All ages,Both sexes,Tertiary education (Levels 5-8),Northern and Western,80.9,4.1
2020,All ages,Both sexes,Tertiary education (Levels 5-8),Southern,82.5,3.8
2020,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,67.2,7.4
2020,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,66.8,7.2
2020,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,66.3,6.3
2020,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,66.6,7.5
2020,All ages,Female,Less than primary (Level 0),Eastern and Midland,,
2020,All ages,Female,Less than primary (Level 0),Ireland,,
2020,All ages,Female,Less than primary (Level 0),Northern and Western,,
2020,All ages,Female,Less than primary (Level 0),Southern,,
2020,All ages,Female,Level of education - not stated,Eastern and Midland,63.5,
2020,All ages,Female,Level of education - not stated,Ireland,62.6,
2020,All ages,Female,Level of education - not stated,Northern and Western,58.6,
2020,All ages,Female,Level of education - not stated,Southern,63.2,
2020,All ages,Female,Levels of Education (Levels  0-8),Eastern and Midland,66.8,6.3
2020,All ages,Female,Levels of Education (Levels  0-8),Ireland,65.7,5.9
2020,All ages,Female,Levels of Education (Levels  0-8),Northern and Western,64.6,5.1
2020,All ages,Female,Levels of Education (Levels  0-8),Southern,64.6,5.6
2020,All ages,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,37.2,9.4
2020,All ages,Female,Primary and lower secondary education (Levels 1-2),Ireland,34.8,9.1
2020,All ages,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,32.8,
2020,All ages,Female,Primary and lower secondary education (Levels 1-2),Southern,32.3,8.4
2020,All ages,Female,Tertiary education (Levels 5-8),Eastern and Midland,79.0,4.9
2020,All ages,Female,Tertiary education (Levels 5-8),Ireland,78.7,4.4
2020,All ages,Female,Tertiary education (Levels 5-8),Northern and Western,77.6,3.5
2020,All ages,Female,Tertiary education (Levels 5-8),Southern,78.8,3.9
2020,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,58.0,8.2
2020,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,57.5,7.7
2020,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,56.9,6.9
2020,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,57.2,7.6
2020,All ages,Male,Less than primary (Level 0),Eastern and Midland,,
2020,All ages,Male,Less than primary (Level 0),Ireland,,
2020,All ages,Male,Less than primary (Level 0),Northern and Western,,
2020,All ages,Male,Less than primary (Level 0),Southern,,
2020,All ages,Male,Level of education - not stated,Eastern and Midland,78.4,
2020,All ages,Male,Level of education - not stated,Ireland,75.2,5.6
2020,All ages,Male,Level of education - not stated,Northern and Western,73.5,
2020,All ages,Male,Level of education - not stated,Southern,71.8,
2020,All ages,Male,Levels of Education (Levels  0-8),Eastern and Midland,79.8,5.7
2020,All ages,Male,Levels of Education (Levels  0-8),Ireland,78.5,5.8
2020,All ages,Male,Levels of Education (Levels  0-8),Northern and Western,77.4,5.2
2020,All ages,Male,Levels of Education (Levels  0-8),Southern,76.9,6.3
2020,All ages,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,60.8,9.0
2020,All ages,Male,Primary and lower secondary education (Levels 1-2),Ireland,61.8,8.3
2020,All ages,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,66.5,5.1
2020,All ages,Male,Primary and lower secondary education (Levels 1-2),Southern,60.6,9.4
2020,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,88.2,4.2
2020,All ages,Male,Tertiary education (Levels 5-8),Ireland,87.5,4.1
2020,All ages,Male,Tertiary education (Levels 5-8),Northern and Western,85.3,4.8
2020,All ages,Male,Tertiary education (Levels 5-8),Southern,87.2,3.7
2020,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,76.3,6.9
2020,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,75.7,6.9
2020,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,75.4,5.8
2020,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,75.2,7.4
2021,15 - 24 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,15 - 24 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,15 - 24 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,15 - 24 years,Both sexes,Less than primary (Level 0),Southern,,
2021,15 - 24 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,15 - 24 years,Both sexes,Level of education - not stated,Ireland,,
2021,15 - 24 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,15 - 24 years,Both sexes,Level of education - not stated,Southern,,
2021,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,,16.2
2021,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Ireland,,15.7
2021,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,,
2021,15 - 24 years,Both sexes,Levels of Education (Levels  0-8),Southern,,16.9
2021,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,26.4
2021,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,15 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2021,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,,
2021,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Ireland,,
2021,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,,
2021,15 - 24 years,Both sexes,Tertiary education (Levels 5-8),Southern,,
2021,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,14.2
2021,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,14.6
2021,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,15 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,16.4
2021,15 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,15 - 24 years,Female,Less than primary (Level 0),Ireland,,
2021,15 - 24 years,Female,Less than primary (Level 0),Northern and Western,,
2021,15 - 24 years,Female,Less than primary (Level 0),Southern,,
2021,15 - 24 years,Female,Level of education - not stated,Eastern and Midland,,
2021,15 - 24 years,Female,Level of education - not stated,Ireland,,
2021,15 - 24 years,Female,Level of education - not stated,Northern and Western,,
2021,15 - 24 years,Female,Level of education - not stated,Southern,,
2021,15 - 24 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,,17.8
2021,15 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,,16.3
2021,15 - 24 years,Female,Levels of Education (Levels  0-8),Northern and Western,,
2021,15 - 24 years,Female,Levels of Education (Levels  0-8),Southern,,16.8
2021,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,15 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,15 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,,
2021,15 - 24 years,Female,Tertiary education (Levels 5-8),Ireland,,
2021,15 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2021,15 - 24 years,Female,Tertiary education (Levels 5-8),Southern,,
2021,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,
2021,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,17.0
2021,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,15 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2021,15 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,,
2021,15 - 24 years,Male,Less than primary (Level 0),Ireland,,
2021,15 - 24 years,Male,Less than primary (Level 0),Northern and Western,,
2021,15 - 24 years,Male,Less than primary (Level 0),Southern,,
2021,15 - 24 years,Male,Level of education - not stated,Eastern and Midland,,
2021,15 - 24 years,Male,Level of education - not stated,Ireland,,
2021,15 - 24 years,Male,Level of education - not stated,Northern and Western,,
2021,15 - 24 years,Male,Level of education - not stated,Southern,,
2021,15 - 24 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,,14.6
2021,15 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,,15.1
2021,15 - 24 years,Male,Levels of Education (Levels  0-8),Northern and Western,,
2021,15 - 24 years,Male,Levels of Education (Levels  0-8),Southern,,17.0
2021,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,15 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2021,15 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,,
2021,15 - 24 years,Male,Tertiary education (Levels 5-8),Ireland,,
2021,15 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2021,15 - 24 years,Male,Tertiary education (Levels 5-8),Southern,,
2021,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,
2021,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,12.6
2021,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,15 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2021,20 - 24 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,20 - 24 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,20 - 24 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,20 - 24 years,Both sexes,Less than primary (Level 0),Southern,,
2021,20 - 24 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,20 - 24 years,Both sexes,Level of education - not stated,Ireland,,
2021,20 - 24 years,Both sexes,Level of education - not stated,Northern and Western,,
