Statistic Label,Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,UNIT,VALUE
Employment Rate,2020,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,42.5
Employment Rate,2020,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,62.5
Employment Rate,2020,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,55.1
Employment Rate,2020,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,61.1
Employment Rate,2020,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,66.0
Employment Rate,2020,40 - 44 years,Female,Tertiary education (Levels 5-8),Ireland,%,80.4
Employment Rate,2020,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,81.4
Employment Rate,2020,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,%,78.5
Employment Rate,2020,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,81.3
Employment Rate,2020,40 - 44 years,Female,Level of education - not stated,Ireland,%,57.4
Employment Rate,2020,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,78.9
Employment Rate,2020,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,79.8
Employment Rate,2020,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,78.7
Employment Rate,2020,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,78.8
Employment Rate,2020,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,58.7
Employment Rate,2020,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,%,59.8
Employment Rate,2020,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,61.2
Employment Rate,2020,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,56.5
Employment Rate,2020,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,76.0
Employment Rate,2020,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,77.4
Employment Rate,2020,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,74.1
Employment Rate,2020,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,76.9
Employment Rate,2020,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,86.4
Employment Rate,2020,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,87.8
Employment Rate,2020,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,88.2
Employment Rate,2020,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,85.0
Employment Rate,2020,45 - 49 years,Both sexes,Level of education - not stated,Ireland,%,75.6
Employment Rate,2020,45 - 49 years,Both sexes,Level of education - not stated,Northern and Western,%,72.2
Employment Rate,2020,45 - 49 years,Both sexes,Level of education - not stated,Southern,%,73.5
Employment Rate,2020,45 - 49 years,Both sexes,Level of education - not stated,Eastern and Midland,%,79.9
Employment Rate,2020,45 - 49 years,Male,Levels of Education (Levels  0-8),Ireland,%,86.7
Employment Rate,2020,45 - 49 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,86.8
Employment Rate,2020,45 - 49 years,Male,Levels of Education (Levels  0-8),Southern,%,86.7
Employment Rate,2020,45 - 49 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,86.6
Employment Rate,2020,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,69.3
Employment Rate,2020,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,73.6
Employment Rate,2020,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,73.0
Employment Rate,2020,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,64.5
Employment Rate,2020,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,87.0
Employment Rate,2020,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,88.4
Employment Rate,2020,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,85.8
Employment Rate,2020,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,87.5
Employment Rate,2020,45 - 49 years,Male,Tertiary education (Levels 5-8),Ireland,%,93.1
Employment Rate,2020,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,93.3
Employment Rate,2020,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,%,94.4
Employment Rate,2020,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,92.4
Employment Rate,2020,45 - 49 years,Male,Level of education - not stated,Ireland,%,76.3
Employment Rate,2020,45 - 49 years,Male,Level of education - not stated,Southern,%,75.9
Employment Rate,2020,45 - 49 years,Male,Level of education - not stated,Eastern and Midland,%,84.3
Employment Rate,2020,45 - 49 years,Female,Levels of Education (Levels  0-8),Ireland,%,71.3
Employment Rate,2020,45 - 49 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,73.1
Employment Rate,2020,45 - 49 years,Female,Levels of Education (Levels  0-8),Southern,%,70.7
Employment Rate,2020,45 - 49 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,71.1
Employment Rate,2020,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,42.8
Employment Rate,2020,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,41.9
Employment Rate,2020,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,46.4
Employment Rate,2020,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,64.8
Employment Rate,2020,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,68.1
Employment Rate,2020,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,61.3
Employment Rate,2020,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,66.1
Employment Rate,2020,45 - 49 years,Female,Tertiary education (Levels 5-8),Ireland,%,80.6
Employment Rate,2020,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,83.2
Employment Rate,2020,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,%,83.2
Employment Rate,2020,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,78.3
Employment Rate,2020,45 - 49 years,Female,Level of education - not stated,Ireland,%,74.6
Employment Rate,2020,45 - 49 years,Female,Level of education - not stated,Southern,%,71.0
Employment Rate,2020,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,75.2
Employment Rate,2020,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,77.5
Employment Rate,2020,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,73.8
Employment Rate,2020,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,75.4
Employment Rate,2020,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,58.1
Employment Rate,2020,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,%,59.8
Employment Rate,2020,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,55.7
Employment Rate,2020,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,59.4
Employment Rate,2020,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,72.6
Employment Rate,2020,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,75.9
Employment Rate,2020,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,71.3
Employment Rate,2020,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,72.2
Employment Rate,2020,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,85.5
Employment Rate,2020,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,88.1
Employment Rate,2020,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,87.2
Employment Rate,2020,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,83.6
Employment Rate,2020,50 - 54 years,Both sexes,Level of education - not stated,Ireland,%,66.4
Employment Rate,2020,50 - 54 years,Both sexes,Level of education - not stated,Southern,%,61.6
Employment Rate,2020,50 - 54 years,Both sexes,Level of education - not stated,Eastern and Midland,%,71.5
Employment Rate,2020,50 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,%,81.9
Employment Rate,2020,50 - 54 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,83.3
Employment Rate,2020,50 - 54 years,Male,Levels of Education (Levels  0-8),Southern,%,80.1
Employment Rate,2020,50 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,82.7
Employment Rate,2020,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,69.6
Employment Rate,2020,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,71.4
Employment Rate,2020,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,69.2
Employment Rate,2020,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,69.1
Employment Rate,2020,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,82.1
Employment Rate,2020,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,89.3
Employment Rate,2020,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,78.9
Employment Rate,2020,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,82.0
Employment Rate,2020,50 - 54 years,Male,Tertiary education (Levels 5-8),Ireland,%,89.4
Employment Rate,2020,50 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,87.2
Employment Rate,2020,50 - 54 years,Male,Tertiary education (Levels 5-8),Southern,%,90.9
Employment Rate,2020,50 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,89.3
Employment Rate,2020,50 - 54 years,Male,Level of education - not stated,Ireland,%,76.8
Employment Rate,2020,50 - 54 years,Male,Level of education - not stated,Eastern and Midland,%,81.7
Employment Rate,2020,50 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,%,68.6
Employment Rate,2020,50 - 54 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,71.7
Employment Rate,2020,50 - 54 years,Female,Levels of Education (Levels  0-8),Southern,%,67.4
Employment Rate,2020,50 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,68.2
Employment Rate,2020,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,38.7
Employment Rate,2020,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,39.3
Employment Rate,2020,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,30.9
Employment Rate,2020,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,44.6
Employment Rate,2020,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,64.0
Employment Rate,2020,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,64.9
Employment Rate,2020,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,63.4
Employment Rate,2020,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,64.1
Employment Rate,2020,50 - 54 years,Female,Tertiary education (Levels 5-8),Ireland,%,82.1
Employment Rate,2020,50 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,88.9
Employment Rate,2020,50 - 54 years,Female,Tertiary education (Levels 5-8),Southern,%,84.4
Employment Rate,2020,50 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,78.3
Employment Rate,2020,50 - 54 years,Female,Level of education - not stated,Ireland,%,54.8
Employment Rate,2020,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,68.2
Employment Rate,2020,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,67.0
Employment Rate,2020,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,65.5
Employment Rate,2020,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,70.6
Employment Rate,2020,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,54.2
Employment Rate,2020,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,%,60.0
Employment Rate,2020,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,50.8
Employment Rate,2020,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,54.8
Employment Rate,2020,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,68.1
Employment Rate,2020,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,66.6
Employment Rate,2020,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,65.6
Employment Rate,2020,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,70.5
Employment Rate,2020,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,78.6
Employment Rate,2020,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,72.6
Employment Rate,2020,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,77.7
Employment Rate,2020,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,81.4
Employment Rate,2020,55 - 59 years,Both sexes,Level of education - not stated,Ireland,%,64.9
Employment Rate,2020,55 - 59 years,Both sexes,Level of education - not stated,Southern,%,55.4
Employment Rate,2020,55 - 59 years,Both sexes,Level of education - not stated,Eastern and Midland,%,70.2
Employment Rate,2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Ireland,%,75.0
Employment Rate,2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,75.3
Employment Rate,2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Southern,%,72.7
Employment Rate,2020,55 - 59 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,76.6
Employment Rate,2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,66.6
Employment Rate,2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,69.5
Employment Rate,2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,63.5
Employment Rate,2020,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,67.9
Employment Rate,2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,74.5
Employment Rate,2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,74.1
Employment Rate,2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,74.5
Employment Rate,2020,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,74.8
Employment Rate,2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Ireland,%,83.0
Employment Rate,2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,83.4
Employment Rate,2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,%,81.0
Employment Rate,2020,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,84.3
Employment Rate,2020,55 - 59 years,Male,Level of education - not stated,Ireland,%,73.0
Employment Rate,2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Ireland,%,61.5
Employment Rate,2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,58.9
Employment Rate,2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Southern,%,58.4
Employment Rate,2020,55 - 59 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,64.9
Employment Rate,2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,37.5
Employment Rate,2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,39.4
Employment Rate,2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,34.5
Employment Rate,2020,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,39.5
Employment Rate,2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,62.7
Employment Rate,2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,61.0
Employment Rate,2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,57.3
Employment Rate,2020,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,67.0
Employment Rate,2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Ireland,%,74.7
Employment Rate,2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,64.4
Employment Rate,2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,%,74.9
Employment Rate,2020,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,78.5
Employment Rate,2020,55 - 59 years,Female,Level of education - not stated,Ireland,%,55.8
Employment Rate,2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,51.8
Employment Rate,2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,55.3
Employment Rate,2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,50.0
Employment Rate,2020,60 - 64 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,51.7
Employment Rate,2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,42.7
Employment Rate,2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,%,50.4
Employment Rate,2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,38.0
Employment Rate,2020,60 - 64 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,42.9
Employment Rate,2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,55.0
Employment Rate,2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,57.9
Employment Rate,2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,56.2
Employment Rate,2020,60 - 64 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,52.4
Employment Rate,2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,59.1
Employment Rate,2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,59.5
Employment Rate,2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,56.6
Employment Rate,2020,60 - 64 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,60.5
Employment Rate,2020,60 - 64 years,Both sexes,Level of education - not stated,Ireland,%,43.4
Employment Rate,2020,60 - 64 years,Both sexes,Level of education - not stated,Southern,%,47.7
Employment Rate,2020,60 - 64 years,Both sexes,Level of education - not stated,Eastern and Midland,%,40.4
Employment Rate,2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Ireland,%,61.2
Employment Rate,2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,67.3
Employment Rate,2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Southern,%,57.8
Employment Rate,2020,60 - 64 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,61.2
Employment Rate,2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,54.3
Employment Rate,2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,64.0
Employment Rate,2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,48.5
Employment Rate,2020,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,54.3
Employment Rate,2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,65.2
Employment Rate,2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,70.9
Employment Rate,2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,65.2
Employment Rate,2020,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,62.5
Employment Rate,2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Ireland,%,66.3
Employment Rate,2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,68.8
Employment Rate,2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Southern,%,62.2
Employment Rate,2020,60 - 64 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,68.0
Employment Rate,2020,60 - 64 years,Male,Level of education - not stated,Ireland,%,53.3
Employment Rate,2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Ireland,%,42.7
Employment Rate,2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,43.5
Employment Rate,2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Southern,%,42.0
Employment Rate,2020,60 - 64 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,42.7
Employment Rate,2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,28.6
Employment Rate,2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,30.6
Employment Rate,2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,24.3
Employment Rate,2020,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,30.8
Employment Rate,2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,45.9
Employment Rate,2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,47.4
Employment Rate,2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,47.8
Employment Rate,2020,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,43.6
Employment Rate,2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Ireland,%,52.8
Employment Rate,2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,52.1
Employment Rate,2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,%,52.1
Employment Rate,2020,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,53.6
Employment Rate,2020,60 - 64 years,Female,Level of education - not stated,Ireland,%,34.8
Employment Rate,2021,All ages,Both sexes,Levels of Education (Levels  0-8),Ireland,%,74.9
Employment Rate,2021,All ages,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,76.0
Employment Rate,2021,All ages,Both sexes,Levels of Education (Levels  0-8),Southern,%,72.9
Employment Rate,2021,All ages,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,75.9
Employment Rate,2021,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,52.1
Employment Rate,2021,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,%,57.3
Employment Rate,2021,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,48.2
Employment Rate,2021,All ages,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,52.9
Employment Rate,2021,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,69.7
Employment Rate,2021,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,71.1
Employment Rate,2021,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,69.9
Employment Rate,2021,All ages,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,69.0
Employment Rate,2021,All ages,Both sexes,Tertiary education (Levels 5-8),Ireland,%,85.2
Employment Rate,2021,All ages,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,86.1
Employment Rate,2021,All ages,Both sexes,Tertiary education (Levels 5-8),Southern,%,83.8
Employment Rate,2021,All ages,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,85.7
Employment Rate,2021,All ages,Both sexes,Level of education - not stated,Ireland,%,63.9
Employment Rate,2021,All ages,Both sexes,Level of education - not stated,Northern and Western,%,76.3
Employment Rate,2021,All ages,Both sexes,Level of education - not stated,Southern,%,57.0
Employment Rate,2021,All ages,Both sexes,Level of education - not stated,Eastern and Midland,%,63.7
Employment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Ireland,%,80.1
Employment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Northern and Western,%,82.4
Employment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Southern,%,78.2
Employment Rate,2021,All ages,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,80.6
Employment Rate,2021,All ages,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,64.6
Employment Rate,2021,All ages,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,69.3
Employment Rate,2021,All ages,Male,Primary and lower secondary education (Levels 1-2),Southern,%,60.2
Employment Rate,2021,All ages,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,65.9
Employment Rate,2021,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,77.3
Employment Rate,2021,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,80.6
Employment Rate,2021,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,77.4
Employment Rate,2021,All ages,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,76.1
Employment Rate,2021,All ages,Male,Tertiary education (Levels 5-8),Ireland,%,88.7
Employment Rate,2021,All ages,Male,Tertiary education (Levels 5-8),Northern and Western,%,90.1
Employment Rate,2021,All ages,Male,Tertiary education (Levels 5-8),Southern,%,88.1
Employment Rate,2021,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,88.7
Employment Rate,2021,All ages,Male,Level of education - not stated,Ireland,%,63.8
Employment Rate,2021,All ages,Male,Level of education - not stated,Southern,%,52.8
Employment Rate,2021,All ages,Male,Level of education - not stated,Eastern and Midland,%,62.8
Employment Rate,2021,All ages,Female,Levels of Education (Levels  0-8),Ireland,%,69.9
Employment Rate,2021,All ages,Female,Levels of Education (Levels  0-8),Northern and Western,%,69.7
